overall_step,Salty
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
3.0,0.0
4.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.5,0.0
3.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
3.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
3.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.0,0.0
5.0,0.0
3.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
3.5,0.0
5.0,0.0
5.0,0.0
4.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
4.5,0.0
3.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.5,0.0
4.5,0.0
5.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
5.0,0.0
5.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.5,0.0
3.0,0.0
3.5,0.0
4.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
3.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
3.0,0.0
4.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
3.5,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
3.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
3.0,0.0
4.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
5.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.5,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
3.5,0.0
3.5,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.0,0.0
4.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
4.0,0.0
3.0,0.0
3.5,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
4.0,0.0
3.5,0.0
